,Stato fondo stradale,Tipo di strada,Condizioni traffico,Data incidente,Stagione
844,Asciutto,Strada Urbana,Normale,2023-04-11,Primavera
845,Asciutto,Strada Urbana,Normale,2023-04-11,Primavera
846,Asciutto,Strada Urbana,Normale,2023-04-11,Primavera
847,Asciutto,Strada Urbana,Scarso,2023-04-11,Primavera
848,Asciutto,Strada extraurbana,Intenso,2023-04-12,Primavera
849,Asciutto,Strada Urbana,Scarso,2023-04-12,Primavera
850,Asciutto,Strada Urbana,Normale,2023-04-12,Primavera
851,Asciutto,Strada Urbana,Normale,2023-04-12,Primavera
852,Asciutto,Strada Urbana,Scarso,2023-04-12,Primavera
853,Asciutto,Strada Urbana,Scarso,2023-04-12,Primavera
854,Asciutto,Strada Urbana,Scarso,2023-04-12,Primavera
855,Asciutto,Strada Urbana,Scarso,2023-04-13,Primavera
856,Asciutto,Strada Urbana,Scarso,2023-04-13,Primavera
857,Asciutto,Strada Urbana,Normale,2023-04-13,Primavera
858,Asciutto,Strada Urbana,Intenso,2023-04-13,Primavera
859,Asciutto,Strada Urbana,Intenso,2023-04-13,Primavera
860,Asciutto,Strada Urbana,Intenso,2023-04-13,Primavera
861,Asciutto,Strada Urbana,Scarso,2023-04-13,Primavera
862,Asciutto,Strada Urbana,Normale,2023-04-13,Primavera
863,Asciutto,Strada Urbana,Normale,2023-04-13,Primavera
864,Asciutto,Strada Urbana,Normale,2023-04-13,Primavera
865,Asciutto,Strada Urbana,Normale,2023-04-13,Primavera
866,Asciutto,Strada Urbana,Normale,2023-04-13,Primavera
867,Asciutto,Strada Urbana,Scarso,2023-04-13,Primavera
868,Asciutto,Strada Urbana,Normale,2023-04-14,Primavera
869,Asciutto,Strada Urbana,Normale,2023-04-14,Primavera
870,Asciutto,Strada Urbana,Scarso,2023-04-14,Primavera
871,Asciutto,Strada Urbana,Normale,2023-04-14,Primavera
872,Asciutto,Strada Urbana,Scarso,2023-04-14,Primavera
873,Asciutto,Strada Urbana,Normale,2023-04-14,Primavera
874,Asciutto,Strada Urbana,Normale,2023-04-14,Primavera
875,Asciutto,Strada extraurbana,Scarso,2023-04-15,Primavera
876,Asciutto,Strada Urbana,Normale,2023-04-15,Primavera
877,Asciutto,Strada extraurbana,Intenso,2023-04-15,Primavera
878,Asciutto,Strada Urbana,Normale,2023-04-15,Primavera
879,Asciutto,Strada Urbana,Scarso,2023-04-15,Primavera
880,Asciutto,Strada Urbana,Normale,2023-04-15,Primavera
881,Bagnato,Strada Urbana,Normale,2023-04-15,Primavera
882,Bagnato,Strada Urbana,Normale,2023-04-15,Primavera
883,Asciutto,Strada Urbana,Intenso,2023-04-15,Primavera
884,Bagnato,Strada Urbana,Normale,2023-04-16,Primavera
885,Bagnato,Strada Urbana,Scarso,2023-04-16,Primavera
886,Asciutto,Strada Urbana,Intenso,2023-04-16,Primavera
887,Asciutto,Strada Urbana,Scarso,2023-04-16,Primavera
888,Bagnato,Strada Urbana,Scarso,2023-04-16,Primavera
889,Bagnato,Strada Urbana,Normale,2023-04-16,Primavera
890,Bagnato,Strada Urbana,Normale,2023-04-17,Primavera
891,Bagnato,Strada Urbana,Scarso,2023-04-17,Primavera
892,Bagnato,Strada Urbana,Scarso,2023-04-17,Primavera
893,Bagnato,Strada Urbana,Normale,2023-04-17,Primavera
894,Asciutto,Strada Urbana,Normale,2023-04-17,Primavera
895,Bagnato,Strada Urbana,Normale,2023-04-17,Primavera
896,Bagnato,Strada Urbana,Scarso,2023-04-17,Primavera
897,Bagnato,Strada Urbana,Normale,2023-04-17,Primavera
898,Asciutto,Strada Urbana,Normale,2023-04-17,Primavera
899,Asciutto,Strada Urbana,Normale,2023-04-17,Primavera
900,Asciutto,Strada Urbana,Scarso,2023-04-17,Primavera
901,Asciutto,Strada Urbana,Intenso,2023-04-18,Primavera
902,Asciutto,Strada Urbana,Normale,2023-04-18,Primavera
903,Asciutto,Strada Urbana,Normale,2023-04-18,Primavera
904,Asciutto,Strada Urbana,Scarso,2023-04-18,Primavera
905,Asciutto,Strada Urbana,Normale,2023-04-18,Primavera
906,Asciutto,Strada Urbana,Normale,2023-04-18,Primavera
907,Asciutto,Strada Urbana,Normale,2023-04-19,Primavera
908,Asciutto,Strada Urbana,Intenso,2023-04-19,Primavera
909,Asciutto,Strada extraurbana,Normale,2023-04-19,Primavera
910,Asciutto,Strada Urbana,Normale,2023-04-19,Primavera
911,Asciutto,Strada Urbana,Normale,2023-04-19,Primavera
912,Asciutto,Strada Urbana,Normale,2023-04-19,Primavera
913,Asciutto,Strada Urbana,Normale,2023-04-19,Primavera
914,Asciutto,Strada Urbana,Normale,2023-04-19,Primavera
915,Asciutto,Strada Urbana,Normale,2023-04-19,Primavera
916,Asciutto,Strada Urbana,Normale,2023-04-20,Primavera
917,Asciutto,Strada Urbana,Intenso,2023-04-20,Primavera
918,Asciutto,Strada extraurbana,Normale,2023-04-20,Primavera
919,Asciutto,Strada Urbana,Normale,2023-04-20,Primavera
920,Bagnato,Strada Urbana,Normale,2023-04-20,Primavera
921,Asciutto,Strada Urbana,Normale,2023-04-20,Primavera
922,Asciutto,Strada extraurbana,Normale,2023-04-20,Primavera
923,Asciutto,Strada Urbana,Normale,2023-04-20,Primavera
924,Asciutto,Strada Urbana,Scarso,2023-04-20,Primavera
925,Asciutto,Strada Urbana,Normale,2023-04-20,Primavera
926,Asciutto,Strada Urbana,Normale,2023-04-20,Primavera
927,Asciutto,Strada Urbana,Scarso,2023-04-20,Primavera
928,Asciutto,Strada Urbana,Scarso,2023-04-20,Primavera
929,Asciutto,Strada Urbana,Scarso,2023-04-21,Primavera
930,Asciutto,Strada Urbana,Normale,2023-04-21,Primavera
931,Asciutto,Strada Urbana,Scarso,2023-04-21,Primavera
932,Asciutto,Strada Urbana,Normale,2023-04-21,Primavera
933,Asciutto,Strada Urbana,Scarso,2023-04-21,Primavera
934,Asciutto,Strada Urbana,Normale,2023-04-21,Primavera
935,Asciutto,Strada Urbana,Normale,2023-04-21,Primavera
936,Asciutto,Strada Urbana,Normale,2023-04-21,Primavera
937,Asciutto,Strada Urbana,Normale,2023-04-21,Primavera
938,Asciutto,Strada Urbana,Scarso,2023-04-22,Primavera
939,Asciutto,Strada extraurbana,Normale,2023-04-22,Primavera
940,Asciutto,Strada Urbana,Scarso,2023-04-22,Primavera
941,Asciutto,Strada Urbana,Normale,2023-04-22,Primavera
942,Asciutto,Strada extraurbana,Normale,2023-04-22,Primavera
943,Asciutto,Strada Urbana,Scarso,2023-04-22,Primavera
944,Asciutto,Strada Urbana,Normale,2023-04-22,Primavera
945,Asciutto,Strada Urbana,Scarso,2023-04-22,Primavera
946,Asciutto,Strada Urbana,Normale,2023-04-22,Primavera
947,Asciutto,Strada Urbana,Normale,2023-04-22,Primavera
948,Asciutto,Strada Urbana,Normale,2023-04-22,Primavera
949,Asciutto,Strada Urbana,Normale,2023-04-22,Primavera
950,Asciutto,Strada Urbana,Scarso,2023-04-23,Primavera
951,Asciutto,Strada Urbana,Scarso,2023-04-23,Primavera
952,Asciutto,Strada Urbana,Scarso,2023-04-23,Primavera
953,Asciutto,Strada Urbana,Scarso,2023-04-23,Primavera
954,Asciutto,Strada Urbana,Normale,2023-04-23,Primavera
955,Asciutto,Strada Urbana,Intenso,2023-04-23,Primavera
956,Asciutto,Strada Urbana,Normale,2023-04-23,Primavera
957,Asciutto,Strada Urbana,Scarso,2023-04-24,Primavera
958,Asciutto,Strada Urbana,Normale,2023-04-24,Primavera
959,Bagnato,Strada Urbana,Normale,2023-04-24,Primavera
960,Asciutto,Strada Urbana,Normale,2023-04-24,Primavera
961,Asciutto,Strada Urbana,Scarso,2023-04-24,Primavera
962,Asciutto,Strada Urbana,Scarso,2023-04-24,Primavera
963,Asciutto,Strada Urbana,Scarso,2023-04-25,Primavera
964,Asciutto,Strada Urbana,Normale,2023-04-25,Primavera
965,Asciutto,Strada Urbana,Scarso,2023-04-25,Primavera
966,Asciutto,Strada Urbana,Scarso,2023-04-25,Primavera
967,Asciutto,Strada Urbana,Intenso,2023-04-25,Primavera
968,Asciutto,Strada Urbana,Normale,2023-04-25,Primavera
969,Asciutto,Strada extraurbana,Intenso,2023-04-25,Primavera
970,Asciutto,Strada Urbana,Normale,2023-04-25,Primavera
971,Asciutto,Strada Urbana,Scarso,2023-04-25,Primavera
972,Asciutto,Strada Urbana,Normale,2023-04-26,Primavera
973,Asciutto,Strada Urbana,Normale,2023-04-26,Primavera
974,Asciutto,Strada Urbana,Intenso,2023-04-26,Primavera
975,Asciutto,Strada Urbana,Scarso,2023-04-26,Primavera
976,Asciutto,Strada Urbana,Normale,2023-04-26,Primavera
977,Asciutto,Strada extraurbana,Normale,2023-04-26,Primavera
978,Asciutto,Strada Urbana,Normale,2023-04-26,Primavera
979,Asciutto,Strada Urbana,Scarso,2023-04-27,Primavera
980,Asciutto,Strada extraurbana,Normale,2023-04-27,Primavera
981,Asciutto,Strada Urbana,Normale,2023-04-27,Primavera
982,Asciutto,Strada Urbana,Normale,2023-04-27,Primavera
983,Asciutto,Strada Urbana,Scarso,2023-04-27,Primavera
984,Asciutto,Strada Urbana,Normale,2023-04-27,Primavera
985,Asciutto,Strada Urbana,Normale,2023-04-27,Primavera
986,Asciutto,Strada Urbana,Normale,2023-04-27,Primavera
987,Asciutto,Strada Urbana,Scarso,2023-04-28,Primavera
988,Asciutto,Strada Urbana,Scarso,2023-04-28,Primavera
989,Asciutto,Strada Urbana,Scarso,2023-04-28,Primavera
990,Asciutto,Strada Urbana,Normale,2023-04-28,Primavera
991,Asciutto,Strada Urbana,Normale,2023-04-28,Primavera
992,Asciutto,Strada Urbana,Normale,2023-04-28,Primavera
993,Asciutto,Strada Urbana,Normale,2023-04-28,Primavera
994,Asciutto,Strada Urbana,Normale,2023-04-28,Primavera
995,Asciutto,Strada Urbana,Intenso,2023-04-28,Primavera
996,Asciutto,Strada Urbana,Scarso,2023-04-28,Primavera
997,Asciutto,Strada Urbana,Normale,2023-04-28,Primavera
998,Asciutto,Strada Urbana,Scarso,2023-04-29,Primavera
999,Asciutto,Strada Urbana,Scarso,2023-04-29,Primavera
1000,Asciutto,Strada Urbana,Intenso,2023-04-29,Primavera
1001,Asciutto,Strada Urbana,Normale,2023-04-29,Primavera
1002,Asciutto,Strada Urbana,Normale,2023-04-29,Primavera
1003,Bagnato,Strada Urbana,Scarso,2023-04-29,Primavera
1004,Asciutto,Strada Urbana,Normale,2023-04-29,Primavera
1005,Asciutto,Strada Urbana,Normale,2023-04-29,Primavera
1006,Asciutto,Strada Urbana,Normale,2023-04-29,Primavera
1007,Bagnato,Strada extraurbana,Normale,2023-04-29,Primavera
1008,Bagnato,Strada Urbana,Normale,2023-04-29,Primavera
1009,Asciutto,Strada Urbana,Scarso,2023-04-30,Primavera
1010,Asciutto,Strada Urbana,Scarso,2023-04-30,Primavera
1011,Asciutto,Strada Urbana,Normale,2023-04-30,Primavera
1012,Asciutto,Strada Urbana,Normale,2023-04-30,Primavera
1013,Asciutto,Strada Urbana,Scarso,2023-04-30,Primavera
1014,Asciutto,Strada Urbana,Scarso,2023-04-30,Primavera
1015,Asciutto,Strada Urbana,Normale,2023-05-01,Primavera
1016,Asciutto,Strada Urbana,Scarso,2023-05-01,Primavera
1017,Bagnato,Strada Urbana,Scarso,2023-05-01,Primavera
1018,Bagnato,Strada Urbana,Normale,2023-05-01,Primavera
1019,Bagnato,Strada Urbana,Scarso,2023-05-01,Primavera
1020,Bagnato,Strada Urbana,Normale,2023-05-01,Primavera
1021,Bagnato,Strada extraurbana,Normale,2023-05-01,Primavera
1022,Asciutto,Strada Urbana,Scarso,2023-05-02,Primavera
1023,Asciutto,Strada Urbana,Scarso,2023-05-02,Primavera
1024,Asciutto,Strada Urbana,Normale,2023-05-02,Primavera
1025,Bagnato,Strada Urbana,Scarso,2023-05-03,Primavera
1026,Asciutto,Strada Urbana,Normale,2023-05-03,Primavera
1027,Bagnato,Strada Urbana,Normale,2023-05-03,Primavera
1028,Bagnato,Strada Urbana,Normale,2023-05-03,Primavera
1029,Bagnato,Strada Urbana,Normale,2023-05-03,Primavera
1030,Bagnato,Strada Urbana,Scarso,2023-05-03,Primavera
1031,Asciutto,Strada Urbana,Scarso,2023-05-03,Primavera
1032,Asciutto,Strada extraurbana,Normale,2023-05-03,Primavera
1033,Asciutto,Strada Urbana,Normale,2023-05-03,Primavera
1034,Asciutto,Strada Urbana,Normale,2023-05-03,Primavera
1035,Bagnato,Strada Urbana,Scarso,2023-05-03,Primavera
1036,Asciutto,Strada Urbana,Scarso,2023-05-03,Primavera
1037,Asciutto,Strada extraurbana,Normale,2023-05-04,Primavera
1038,Asciutto,Strada Urbana,Scarso,2023-05-04,Primavera
1039,Asciutto,Strada Urbana,Intenso,2023-05-04,Primavera
1040,Asciutto,Strada Urbana,Normale,2023-05-04,Primavera
1041,Asciutto,Strada Urbana,Normale,2023-05-04,Primavera
1042,Asciutto,Strada Urbana,Normale,2023-05-04,Primavera
1043,Asciutto,Strada extraurbana,Normale,2023-05-04,Primavera
1044,Asciutto,Strada Urbana,Normale,2023-05-04,Primavera
1045,Asciutto,Strada Urbana,Scarso,2023-05-05,Primavera
1046,Asciutto,Strada Urbana,Scarso,2023-05-05,Primavera
1047,Asciutto,Strada Urbana,Scarso,2023-05-05,Primavera
1048,Asciutto,Strada Urbana,Normale,2023-05-05,Primavera
1049,Asciutto,Strada Urbana,Normale,2023-05-05,Primavera
1050,Asciutto,Strada Urbana,Normale,2023-05-05,Primavera
1051,Asciutto,Strada Urbana,Intenso,2023-05-05,Primavera
1052,Asciutto,Strada Urbana,Intenso,2023-05-05,Primavera
1053,Asciutto,Strada Urbana,Normale,2023-05-06,Primavera
1054,Asciutto,Strada Urbana,Normale,2023-05-06,Primavera
1055,Asciutto,Strada Urbana,Intenso,2023-05-06,Primavera
1056,Asciutto,Strada Urbana,Normale,2023-05-06,Primavera
1057,Asciutto,Strada Urbana,Scarso,2023-05-06,Primavera
1058,Asciutto,Strada Urbana,Scarso,2023-05-06,Primavera
1059,Asciutto,Strada Urbana,Scarso,2023-05-06,Primavera
1060,Asciutto,Strada Urbana,Normale,2023-05-06,Primavera
1061,Asciutto,Strada Urbana,Normale,2023-05-06,Primavera
1062,Asciutto,Strada Urbana,Normale,2023-05-06,Primavera
1063,Asciutto,Strada Urbana,Intenso,2023-05-06,Primavera
1064,Asciutto,Strada Urbana,Normale,2023-05-06,Primavera
1065,Asciutto,Strada Urbana,Scarso,2023-05-07,Primavera
1066,Asciutto,Strada Urbana,Scarso,2023-05-07,Primavera
1067,Asciutto,Strada Urbana,Normale,2023-05-07,Primavera
1068,Asciutto,Strada Urbana,Intenso,2023-05-07,Primavera
1069,Asciutto,Strada Urbana,Normale,2023-05-07,Primavera
1070,Asciutto,Strada Urbana,Scarso,2023-05-08,Primavera
1071,Asciutto,Strada Urbana,Normale,2023-05-08,Primavera
1072,Asciutto,Strada Urbana,Normale,2023-05-08,Primavera
1073,Asciutto,Strada Urbana,Normale,2023-05-08,Primavera
1074,Asciutto,Strada Urbana,Scarso,2023-05-09,Primavera
1075,Asciutto,Strada Urbana,Scarso,2023-05-09,Primavera
1076,Asciutto,Strada Urbana,Normale,2023-05-09,Primavera
1077,Asciutto,Strada Urbana,Scarso,2023-05-09,Primavera
1078,Asciutto,Strada Urbana,Intenso,2023-05-09,Primavera
1079,Asciutto,Strada Urbana,Intenso,2023-05-09,Primavera
1080,Asciutto,Strada Urbana,Scarso,2023-05-09,Primavera
1081,Asciutto,Strada Urbana,Normale,2023-05-09,Primavera
1082,Asciutto,Strada extraurbana,Scarso,2023-05-09,Primavera
1083,Asciutto,Strada Urbana,Intenso,2023-05-10,Primavera
1084,Asciutto,Strada Urbana,Normale,2023-05-10,Primavera
1085,Bagnato,Strada Urbana,Normale,2023-05-10,Primavera
1086,Bagnato,Strada Urbana,Normale,2023-05-10,Primavera
1087,Bagnato,Strada Urbana,Normale,2023-05-10,Primavera
1088,Bagnato,Strada Urbana,Normale,2023-05-10,Primavera
1089,Bagnato,Strada Urbana,Normale,2023-05-10,Primavera
1090,Bagnato,Strada Urbana,Scarso,2023-05-10,Primavera
1091,Asciutto,Strada Urbana,Normale,2023-05-11,Primavera
1092,Asciutto,Strada Urbana,Normale,2023-05-11,Primavera
1093,Asciutto,Strada Urbana,Intenso,2023-05-11,Primavera
1094,Asciutto,Strada Urbana,Intenso,2023-05-11,Primavera
1095,Asciutto,Strada Urbana,Normale,2023-05-11,Primavera
1096,Bagnato,Strada Urbana,Intenso,2023-05-11,Primavera
1097,Bagnato,Strada Urbana,Normale,2023-05-11,Primavera
1098,Bagnato,Strada Urbana,Scarso,2023-05-11,Primavera
1099,Bagnato,Strada Urbana,Intenso,2023-05-11,Primavera
1100,Asciutto,Strada Urbana,Normale,2023-05-11,Primavera
1101,Asciutto,Strada Urbana,Normale,2023-05-11,Primavera
1102,Bagnato,Strada Urbana,Normale,2023-05-11,Primavera
1103,Bagnato,Strada Urbana,Scarso,2023-05-11,Primavera
1104,Asciutto,Strada Urbana,Scarso,2023-05-12,Primavera
1105,Asciutto,Strada Urbana,Scarso,2023-05-12,Primavera
1106,Asciutto,Strada Urbana,Normale,2023-05-12,Primavera
1107,Asciutto,Strada Urbana,Normale,2023-05-12,Primavera
1108,Asciutto,Strada extraurbana,Intenso,2023-05-12,Primavera
1109,Asciutto,Strada Urbana,Intenso,2023-05-12,Primavera
1110,Asciutto,Strada Urbana,Normale,2023-05-12,Primavera
1111,Asciutto,Strada Urbana,Normale,2023-05-12,Primavera
1112,Asciutto,Strada Urbana,Normale,2023-05-12,Primavera
1113,Bagnato,Strada Urbana,Normale,2023-05-12,Primavera
1114,Asciutto,Strada Urbana,Normale,2023-05-12,Primavera
1115,Asciutto,Strada Urbana,Normale,2023-05-12,Primavera
1116,Asciutto,Strada Urbana,Scarso,2023-05-13,Primavera
1117,Asciutto,Strada Urbana,Scarso,2023-05-13,Primavera
1118,Bagnato,Strada Urbana,Normale,2023-05-13,Primavera
1119,Bagnato,Strada Urbana,Normale,2023-05-13,Primavera
1120,Asciutto,Strada Urbana,Normale,2023-05-13,Primavera
1121,Asciutto,Strada Urbana,Scarso,2023-05-13,Primavera
1122,Bagnato,Strada Urbana,Scarso,2023-05-13,Primavera
1123,Bagnato,Strada Urbana,Intenso,2023-05-13,Primavera
1124,Asciutto,Strada Urbana,Normale,2023-05-13,Primavera
1125,Bagnato,Strada Urbana,Scarso,2023-05-13,Primavera
1126,Bagnato,Strada extraurbana,Scarso,2023-05-14,Primavera
1127,Asciutto,Strada Urbana,Scarso,2023-05-14,Primavera
1128,Asciutto,Strada Urbana,Normale,2023-05-14,Primavera
1129,Asciutto,Strada Urbana,Normale,2023-05-14,Primavera
1130,Asciutto,Strada Urbana,Normale,2023-05-14,Primavera
1131,Bagnato,Strada Urbana,Normale,2023-05-14,Primavera
1132,Bagnato,Strada Urbana,Scarso,2023-05-15,Primavera
1133,Bagnato,Strada Urbana,Normale,2023-05-15,Primavera
1134,Bagnato,Strada Urbana,Normale,2023-05-15,Primavera
1135,Bagnato,Strada Urbana,Normale,2023-05-15,Primavera
1136,Bagnato,Strada Urbana,Intenso,2023-05-15,Primavera
1137,Asciutto,Strada Urbana,Normale,2023-05-15,Primavera
1138,Asciutto,Strada Urbana,Scarso,2023-05-16,Primavera
1139,Asciutto,Strada Urbana,Normale,2023-05-16,Primavera
1140,Asciutto,Strada Urbana,Intenso,2023-05-16,Primavera
1141,Asciutto,Strada Urbana,Normale,2023-05-16,Primavera
1142,Asciutto,Strada Urbana,Intenso,2023-05-16,Primavera
1143,Bagnato,Strada Urbana,Normale,2023-05-16,Primavera
1144,Asciutto,Strada Urbana,Normale,2023-05-16,Primavera
1145,Asciutto,Strada Urbana,Normale,2023-05-16,Primavera
1146,Asciutto,Strada Urbana,Normale,2023-05-16,Primavera
1147,Asciutto,Strada Urbana,Scarso,2023-05-16,Primavera
1148,Asciutto,Strada extraurbana,Normale,2023-05-16,Primavera
1149,Bagnato,Strada Urbana,Normale,2023-05-16,Primavera
1150,Asciutto,Strada Urbana,Scarso,2023-05-16,Primavera
1151,Asciutto,Strada Urbana,Scarso,2023-05-17,Primavera
1152,Bagnato,Strada Urbana,Normale,2023-05-17,Primavera
1153,Bagnato,Strada Urbana,Normale,2023-05-17,Primavera
1154,Bagnato,Strada Urbana,Normale,2023-05-17,Primavera
1155,Asciutto,Strada Urbana,Normale,2023-05-17,Primavera
1156,Asciutto,Strada extraurbana,Normale,2023-05-17,Primavera
1157,Bagnato,Strada Urbana,Scarso,2023-05-17,Primavera
1158,Asciutto,Strada Urbana,Normale,2023-05-17,Primavera
1159,Bagnato,Strada Urbana,Normale,2023-05-17,Primavera
1160,Bagnato,Strada Urbana,Normale,2023-05-17,Primavera
1161,Bagnato,Strada Urbana,Normale,2023-05-17,Primavera
1162,Bagnato,Strada Urbana,Normale,2023-05-17,Primavera
1163,Bagnato,Strada extraurbana,Normale,2023-05-17,Primavera
1164,Asciutto,Strada Urbana,Scarso,2023-05-17,Primavera
1165,Asciutto,Strada Urbana,Scarso,2023-05-18,Primavera
1166,Asciutto,Strada Urbana,Intenso,2023-05-18,Primavera
1167,Asciutto,Strada Urbana,Normale,2023-05-18,Primavera
1168,Asciutto,Strada Urbana,Normale,2023-05-18,Primavera
1169,Asciutto,Strada Urbana,Scarso,2023-05-18,Primavera
1170,Asciutto,Strada Urbana,Normale,2023-05-18,Primavera
1171,Asciutto,Strada Urbana,Normale,2023-05-18,Primavera
1172,Asciutto,Strada Urbana,Normale,2023-05-18,Primavera
1173,Asciutto,Strada Urbana,Scarso,2023-05-19,Primavera
1174,Asciutto,Strada Urbana,Normale,2023-05-19,Primavera
1175,Asciutto,Strada Urbana,Normale,2023-05-19,Primavera
1176,Asciutto,Strada Urbana,Normale,2023-05-19,Primavera
1177,Asciutto,Strada Urbana,Normale,2023-05-19,Primavera
1178,Asciutto,Strada Urbana,Normale,2023-05-19,Primavera
1179,Asciutto,Strada Urbana,Normale,2023-05-19,Primavera
1180,Asciutto,Strada Urbana,Scarso,2023-05-19,Primavera
1181,Asciutto,Strada Urbana,Scarso,2023-05-20,Primavera
1182,Asciutto,Strada Urbana,Scarso,2023-05-20,Primavera
1183,Asciutto,Strada Urbana,Scarso,2023-05-20,Primavera
1184,Asciutto,Strada Urbana,Scarso,2023-05-20,Primavera
1185,Asciutto,Strada Urbana,Scarso,2023-05-20,Primavera
1186,Asciutto,Strada Urbana,Scarso,2023-05-20,Primavera
1187,Asciutto,Strada Urbana,Normale,2023-05-20,Primavera
1188,Bagnato,Strada Urbana,Normale,2023-05-20,Primavera
1189,Bagnato,Strada Urbana,Scarso,2023-05-21,Primavera
1190,Asciutto,Strada Urbana,Scarso,2023-05-21,Primavera
1191,Bagnato,Strada Urbana,Scarso,2023-05-21,Primavera
1192,Asciutto,Strada Urbana,Normale,2023-05-21,Primavera
1193,Asciutto,Strada Urbana,Normale,2023-05-21,Primavera
1194,Asciutto,Strada Urbana,Scarso,2023-05-21,Primavera
1195,Asciutto,Strada Urbana,Normale,2023-05-22,Primavera
1196,Asciutto,Strada Urbana,Normale,2023-05-22,Primavera
1197,Asciutto,Strada Urbana,Intenso,2023-05-22,Primavera
1198,Asciutto,Strada extraurbana,Normale,2023-05-22,Primavera
1199,Asciutto,Strada Urbana,Normale,2023-05-22,Primavera
1200,Asciutto,Strada Urbana,Intenso,2023-05-22,Primavera
1201,Asciutto,Strada Urbana,Intenso,2023-05-22,Primavera
1202,Asciutto,Strada Urbana,Normale,2023-05-22,Primavera
1203,Asciutto,Strada Urbana,Scarso,2023-05-22,Primavera
1204,Asciutto,Strada Urbana,Scarso,2023-05-22,Primavera
1205,Asciutto,Strada Urbana,Normale,2023-05-22,Primavera
1206,Asciutto,Strada Urbana,Scarso,2023-05-22,Primavera
1207,Asciutto,Strada Urbana,Normale,2023-05-22,Primavera
1208,Asciutto,Strada Urbana,Normale,2023-05-22,Primavera
1209,Asciutto,Strada Urbana,Scarso,2023-05-23,Primavera
1210,Asciutto,Strada Urbana,Scarso,2023-05-23,Primavera
1211,Asciutto,Strada Urbana,Intenso,2023-05-23,Primavera
1212,Asciutto,Strada Urbana,Intenso,2023-05-23,Primavera
1213,Asciutto,Strada Urbana,Normale,2023-05-23,Primavera
1214,Asciutto,Strada Urbana,Normale,2023-05-23,Primavera
1215,Asciutto,Strada Urbana,Scarso,2023-05-23,Primavera
1216,Asciutto,Strada Urbana,Scarso,2023-05-23,Primavera
1217,Asciutto,Strada Urbana,Intenso,2023-05-23,Primavera
1218,Asciutto,Strada Urbana,Scarso,2023-05-23,Primavera
1219,Asciutto,Strada Urbana,Normale,2023-05-23,Primavera
1220,Asciutto,Strada Urbana,Intenso,2023-05-23,Primavera
1221,Asciutto,Strada Urbana,Scarso,2023-05-23,Primavera
1222,Asciutto,Strada extraurbana,Scarso,2023-05-23,Primavera
1223,Asciutto,Strada Urbana,Normale,2023-05-23,Primavera
1224,Asciutto,Strada Urbana,Scarso,2023-05-23,Primavera
1225,Asciutto,Strada Urbana,Normale,2023-05-24,Primavera
1226,Asciutto,Strada Urbana,Normale,2023-05-24,Primavera
1227,Asciutto,Strada extraurbana,Scarso,2023-05-24,Primavera
1228,Asciutto,Strada Urbana,Normale,2023-05-24,Primavera
1229,Asciutto,Strada Urbana,Normale,2023-05-24,Primavera
1230,Asciutto,Strada Urbana,Normale,2023-05-24,Primavera
1231,Asciutto,Strada Urbana,Normale,2023-05-24,Primavera
1232,Asciutto,Strada Urbana,Normale,2023-05-24,Primavera
1233,Asciutto,Strada Urbana,Normale,2023-05-24,Primavera
1234,Asciutto,Strada Urbana,Normale,2023-05-24,Primavera
1235,Asciutto,Strada Urbana,Scarso,2023-05-24,Primavera
1236,Asciutto,Strada extraurbana,Normale,2023-05-24,Primavera
1237,Asciutto,Strada Urbana,Scarso,2023-05-24,Primavera
1238,Asciutto,Strada extraurbana,Normale,2023-05-25,Primavera
1239,Asciutto,Strada Urbana,Normale,2023-05-25,Primavera
1240,Asciutto,Strada Urbana,Normale,2023-05-25,Primavera
1241,Asciutto,Strada Urbana,Normale,2023-05-25,Primavera
1242,Asciutto,Strada Urbana,Normale,2023-05-25,Primavera
1243,Asciutto,Strada extraurbana,Scarso,2023-05-25,Primavera
1244,Asciutto,Strada Urbana,Normale,2023-05-25,Primavera
1245,Asciutto,Strada Urbana,Normale,2023-05-25,Primavera
1246,Asciutto,Strada Urbana,Normale,2023-05-25,Primavera
1247,Asciutto,Strada Urbana,Normale,2023-05-25,Primavera
1248,Asciutto,Strada Urbana,Scarso,2023-05-25,Primavera
1249,Asciutto,Strada Urbana,Scarso,2023-05-25,Primavera
1250,Asciutto,Strada Urbana,Normale,2023-05-25,Primavera
1251,Asciutto,Strada Urbana,Scarso,2023-05-25,Primavera
1252,Asciutto,Strada Urbana,Scarso,2023-05-26,Primavera
1253,Asciutto,Strada Urbana,Normale,2023-05-26,Primavera
1254,Asciutto,Strada Urbana,Normale,2023-05-26,Primavera
1255,Asciutto,Strada Urbana,Normale,2023-05-26,Primavera
1256,Asciutto,Strada Urbana,Normale,2023-05-26,Primavera
1257,Asciutto,Strada Urbana,Normale,2023-05-26,Primavera
1258,Asciutto,Strada Urbana,Normale,2023-05-26,Primavera
1259,Asciutto,Strada Urbana,Normale,2023-05-26,Primavera
1260,Asciutto,Strada Urbana,Scarso,2023-05-27,Primavera
1261,Asciutto,Strada Urbana,Scarso,2023-05-27,Primavera
1262,Asciutto,Strada Urbana,Scarso,2023-05-27,Primavera
1263,Asciutto,Strada Urbana,Scarso,2023-05-27,Primavera
1264,Asciutto,Strada Urbana,Normale,2023-05-27,Primavera
