Data incidente;lat;lon;Centro abitato;Tipo di strada;Caratteristiche della strada;Stato fondo stradale;Tipo pavimentazione;Condizioni meteo;Condizioni traffico;Danni a cose;Incidente con lesioni;Pattuglia inviata ore;Pattuglia sul posto ore
01/01/2022;41.07788;16.87029;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:30:00;00:40:00
01/01/2022;41.12101;16.88096;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:15:00;14:30:00
01/01/2022;41.12114;16.86452;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;15:55:00;16:10:00
01/01/2022;41.10307;16.8864;Sì;Strada urbana;Rettilineo;Bagnato (umidita' in atto);Asfaltata;Sereno;Normale;No;Sì;19:35:00;19:45:00
01/01/2022;41.12569;16.8741;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;00:00:00;00:00:00
02/01/2022;41.10255;16.88401;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;00:00:00;00:00:00
02/01/2022;41.1308;16.85398;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;13:00:00;13:05:00
02/01/2022;41.1142475;16.8501805;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;14:20:00;14:30:00
02/01/2022;41.12441;16.83245;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:55:00;18:00:00
02/01/2022;41.08314;16.99952;Sì;Provinciale entro l'abitato;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Normale;No;Sì;20:00:00;20:15:00
02/01/2022;41.1077005;16.8537274;Sì;Strada urbana;Rettilineo;Bagnato (umidita' in atto);Asfaltata;Sereno;Normale;No;Sì;21:15:00;21:20:00
03/01/2022;41.11039;16.8615;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;06:10:00;06:15:00
03/01/2022;41.0863;16.99915;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;08:15:00;08:25:00
03/01/2022;41.1009;16.86727;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;08:40:00;08:45:00
03/01/2022;41.11007;16.86228;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:15:00;10:25:00
03/01/2022;41.11672;16.86744;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:20:00;18:40:00
04/01/2022;41.12719;16.85157;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;06:15:00;06:25:00
04/01/2022;41.11429677;16.85132844;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;08:20:00;08:30:00
04/01/2022;41.1213002;16.8723168;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:10:00;12:30:00
04/01/2022;41.09967;16.88565;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;14:45:00;15:00:00
04/01/2022;41.10724;16.86774;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;00:00:00;00:00:00
04/01/2022;41.1313;16.86768;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;15:20:00;15:30:00
04/01/2022;41.0630357;16.86623204;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;20:05:00;20:20:00
04/01/2022;41.11345501;16.86748053;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;23:15:00;23:25:00
05/01/2022;41.15178;16.76333;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;09:00:00;09:10:00
05/01/2022;41.11554;16.88432;Sì;Strada urbana;Incrocio;Bagnato (umidita' in atto);Asfaltata;Sereno;Normale;No;No;09:15:00;09:30:00
05/01/2022;41.13121;16.84441;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;No;No;10:10:00;10:20:00
05/01/2022;41.13641;16.82679;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;15:15:00;15:22:00
05/01/2022;41.1215111;16.8611809;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;15:15:00;15:25:00
05/01/2022;41.12474137;16.87456371;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:35:00;16:45:00
05/01/2022;41.11734;16.87525;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;18:45:00;18:55:00
05/01/2022;41.11277;16.8676;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;19:15:00;19:30:00
05/01/2022;41.11532;16.84974;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;No;Sì;22:15:00;22:30:00
06/01/2022;41.1208409;16.872566;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;06:20:00;06:30:00
06/01/2022;41.09257;16.86611;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:35:00;12:40:00
06/01/2022;41.0917234;16.8928984;Sì;Strada urbana;Rotatoria;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;21:32:00;21:40:00
07/01/2022;41.13502087;16.81340389;Sì;Statale entro l'abitato;Sottopasso illuminato;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;Sì;No;02:30:00;02:55:00
07/01/2022;41.16259;16.74743;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;No;No;11:35:00;11:45:00
07/01/2022;41.09965;16.91222;No;Statale;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;No;No;16:50:00;17:05:00
07/01/2022;41.07778;16.86191;Sì;Strada urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;No;Sì;18:45:00;18:50:00
07/01/2022;41.09326;16.95252;No;Comunale extraurbana;Rotatoria;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;20:30:00;20:40:00
08/01/2022;41.08851;16.8655;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;No;No;07:10:00;07:15:00
08/01/2022;41.14053;16.78082;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;Sì;No;09:50:00;09:56:00
08/01/2022;41.11716;16.8396;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;12:20:00;12:28:00
08/01/2022;41.1514;16.76314;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;No;No;16:45:00;17:00:00
08/01/2022;41.10248;16.86492;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Vento forte;Normale;No;No;19:25:00;19:40:00
08/01/2022;41.13687;16.80965;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;22:00:00;22:15:00
08/01/2022;41.11409;16.85419;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;19:40:00;19:55:00
08/01/2022;41.13315;16.81626;No;Statale;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;No;Sì;21:00:00;21:15:00
09/01/2022;41.10028972;16.87129386;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;02:27:00;02:39:00
09/01/2022;41.12517;16.86638;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;06:05:00;06:15:00
10/01/2022;41.12313;16.8724;Sì;Strada urbana;Intersezione stradale segnalata;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;No;Sì;02:20:00;02:30:00
10/01/2022;41.10185;16.84882;Sì;Strada urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;11:20:00;11:45:00
10/01/2022;41.11215;16.86945;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;No;Sì;11:30:00;11:45:00
10/01/2022;41.1369168;16.8427591;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;13:36:00;13:50:00
10/01/2022;41.12628;16.84775;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;No;Sì;17:15:00;17:25:00
10/01/2022;41.0962608;16.8997653;Sì;Statale entro l'abitato;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;Sì;No;17:15:00;17:30:00
10/01/2022;41.09114;16.89308;No;Statale;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;17:20:00;17:35:00
10/01/2022;41.08935109;16.85119166;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;Sì;No;20:30:00;20:40:00
11/01/2022;41.1307062;16.8379838;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;No;No;08:25:00;08:30:00
11/01/2022;41.12678;16.84639;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;09:20:00;09:30:00
11/01/2022;41.12597;16.86689;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;11:10:00;11:25:00
11/01/2022;41.12821;16.83768;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;11:50:00;12:00:00
11/01/2022;41.10159;16.84833;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;12:05:00;12:15:00
11/01/2022;41.125275;16.85499944;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;No;No;14:30:00;14:40:00
11/01/2022;41.1144;16.87834;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:50:00;18:00:00
11/01/2022;41.12814;16.78107;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;18:10:00;18:15:00
11/01/2022;41.07681;16.86883;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;19:10:00;19:20:00
11/01/2022;41.09636;16.84779;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;21:05:00;21:15:00
12/01/2022;41.12953;16.79997;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:15:00;12:19:00
12/01/2022;41.15836;16.74949;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;14:10:00;14:20:00
12/01/2022;41.15147;16.73414;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;16:20:00;16:25:00
12/01/2022;41.12144;16.83997;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;20:15:00;20:30:00
12/01/2022;41.13256;16.84582;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;No;Sì;00:05:00;00:15:00
13/01/2022;41.10149;16.85931;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;01:15:00;01:25:00
13/01/2022;41.11167;16.86263;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;No;08:28:00;08:30:00
13/01/2022;41.10727;16.86522;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:30:00;12:45:00
13/01/2022;41.1032507;16.8648299;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;13:15:00;13:30:00
13/01/2022;41.1214297;16.8693476;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;14:30:00;14:50:00
13/01/2022;41.11249;16.83022;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;18:15:00;18:22:00
14/01/2022;41.09008192;16.85733795;Sì;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;07:20:00;07:30:00
14/01/2022;41.11419085;16.84854148;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;No;No;13:30:00;13:55:00
14/01/2022;41.10691;16.85995;Sì;Strada urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;15:00:00;15:10:00
14/01/2022;41.11521;16.8876;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;18:05:00;18:20:00
14/01/2022;41.12757;16.78524;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;18:15:00;18:25:00
14/01/2022;41.13124;16.77345;Sì;Provinciale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;22:47:00;23:05:00
15/01/2022;41.12914;16.85183;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;09:20:00;09:30:00
15/01/2022;41.10654;16.87815;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;09:45:00;09:55:00
15/01/2022;41.12453;16.86643;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;11:50:00;11:55:00
15/01/2022;41.10989;16.86789;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;18:20:00;18:30:00
15/01/2022;41.12697;16.85608;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;22:25:00;22:35:00
16/01/2022;41.12323763;16.87705239;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;02:30:00;02:35:00
16/01/2022;41.12228126;16.87368638;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;03:00:00;03:10:00
16/01/2022;41.09755;16.87122;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:30:00;14:40:00
16/01/2022;41.12415;16.81425;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:20:00;16:40:00
17/01/2022;41.11192059;16.91605128;Sì;Strada urbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:05:00;08:16:00
17/01/2022;41.12807;16.76822;No;Provinciale;Curva a visuale libera;Bagnato (brina);Asfaltata;Sereno;Normale;No;Sì;08:20:00;08:30:00
17/01/2022;41.10883126;16.86476363;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;08:35:00;08:40:00
17/01/2022;41.1058;16.91347;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
17/01/2022;41.10102;16.86656;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Intenso;No;No;00:00:00;00:00:00
17/01/2022;41.12653422;16.85695928;Sì;Strada urbana;Incrocio;Asciutto;In conglomerato cementizio;Sereno;Scarso;No;No;11:05:00;11:15:00
17/01/2022;41.09915;16.90964;Sì;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;14:10:00;14:30:00
17/01/2022;41.10865;16.86773;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:35:00;14:40:00
17/01/2022;41.13803;16.82124;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;15:05:00;15:15:00
17/01/2022;41.10348;16.87913;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:20:00;19:40:00
17/01/2022;41.12198;16.78825;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;22:20:00;22:40:00
18/01/2022;41.09452;16.83588;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;07:45:00;07:50:00
18/01/2022;41.11132;16.86817;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;23:20:00;23:59:00
19/01/2022;41.1315107;16.8347208;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;09:30:00;09:45:00
19/01/2022;41.11138;16.86786;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:20:00;16:30:00
19/01/2022;41.11934;16.86019;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:30:00;19:45:00
19/01/2022;41.12547362;16.78072509;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;19:50:00;20:10:00
20/01/2022;41.1172764;16.8502102;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:15:00;00:30:00
20/01/2022;41.12097704;16.85207761;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;No;06:55:00;07:05:00
20/01/2022;41.09584;16.87364;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;07:15:00;07:35:00
20/01/2022;41.10159;16.85802;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;09:35:00;09:48:00
20/01/2022;41.12312;16.80335;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:00:00;10:10:00
20/01/2022;41.12807;16.85583;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;12:35:00;12:48:00
20/01/2022;41.12098024;16.86129479;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;13:10:00;13:30:00
20/01/2022;41.16279;16.76052;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;14:05:00;14:25:00
20/01/2022;41.1161;16.87698;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;14:10:00;14:20:00
20/01/2022;41.11062;16.87386;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:20:00;19:30:00
21/01/2022;41.08974;16.89368;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;07:45:00;08:15:00
21/01/2022;41.10452;16.87728;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:40:00;11:50:00
21/01/2022;41.10671007;16.88215901;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;No;Sì;14:00:00;14:05:00
21/01/2022;41.15246;16.77214;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;15:30:00;15:45:00
21/01/2022;41.11768;16.8814;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;17:45:00;17:55:00
22/01/2022;41.12311064;16.86543988;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:15:00;10:30:00
22/01/2022;41.07368;16.86122;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;19:30:00;19:35:00
22/01/2022;41.12231;16.86321;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;21:40:00;21:50:00
23/01/2022;41.10896;16.86569;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;01:20:00;01:30:00
23/01/2022;41.11502;16.88745;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;03:10:00;03:15:00
23/01/2022;41.12178001;16.86556689;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;06:20:00;06:40:00
23/01/2022;41.11096;16.87109;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:05:00;12:15:00
23/01/2022;41.07711;16.83233;No;Provinciale;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;16:40:00;17:00:00
23/01/2022;41.10124;16.86194;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Vento forte;Scarso;No;No;21:15:00;21:20:00
24/01/2022;41.12933121;16.85116809;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;07:50:00;08:05:00
24/01/2022;41.1124053;16.8938885;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;08:00:00;08:15:00
24/01/2022;41.0626584;16.8662694;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:00:00;10:20:00
24/01/2022;41.06687;16.86263;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;14:00:00;14:10:00
24/01/2022;41.12373;16.86422;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;15:10:00;15:20:00
24/01/2022;41.10007;16.84608;Sì;Provinciale entro l'abitato;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;16:15:00;16:25:00
24/01/2022;41.12614;16.85966;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
24/01/2022;41.13026;16.80355;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Scarso;No;No;20:00:00;20:10:00
25/01/2022;41.1174;16.8758;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;06:05:00;06:10:00
25/01/2022;41.12574;16.8642;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
25/01/2022;41.12159;16.86392;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;11:05:00;11:10:00
25/01/2022;41.1247;16.79323;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:55:00;18:05:00
25/01/2022;41.12234052;16.81752989;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;20:55:00;21:15:00
25/01/2022;41.09976849;16.8544307;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Nuvoloso;Scarso;No;No;23:40:00;23:50:00
26/01/2022;41.11461;16.85179;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;10:00:00;10:10:00
26/01/2022;41.11061;16.86603;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;13:15:00;13:30:00
26/01/2022;41.1045495;16.8630354;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:45:00;17:00:00
26/01/2022;41.0872;16.77697;Sì;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;18:15:00;18:40:00
26/01/2022;41.08409;16.84732;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;18:10:00;18:20:00
26/01/2022;41.12012084;16.87406018;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;20:45:00;21:00:00
27/01/2022;41.1068208;16.8730505;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;09:20:00;09:25:00
27/01/2022;41.11427;16.84835;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Intenso;No;No;14:15:00;14:25:00
27/01/2022;41.12546;16.87112;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;No;No;17:05:00;17:20:00
27/01/2022;41.089757;16.9891253;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;00:25:00;00:40:00
28/01/2022;41.10397;16.86465;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:35:00;09:45:00
28/01/2022;41.10558191;16.86478607;Sì;Strada urbana;Pendenza;Asciutto;Asfaltata;Sereno;Normale;No;No;10:00:00;10:15:00
28/01/2022;41.12189;16.87371;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;10:40:00;10:55:00
28/01/2022;41.13192;16.86722;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;13:45:00;14:00:00
28/01/2022;41.11885938;16.86581818;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;19:20:00;19:40:00
28/01/2022;41.12527;16.8476;Sì;Strada urbana;Rotatoria;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;21:00:00;21:10:00
28/01/2022;41.06207;16.8605;Sì;Strada urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;No;Sì;21:10:00;21:15:00
28/01/2022;41.11741703;16.87550513;Sì;Strada urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;No;Sì;23:00:00;23:05:00
29/01/2022;41.08262082;16.83367517;Sì;Strada urbana;Rotatoria;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;No;No;01:55:00;02:10:00
29/01/2022;41.12444;16.85619;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;02:10:00;02:20:00
29/01/2022;41.12485;16.87209;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;08:15:00;08:25:00
29/01/2022;41.11909;16.78877;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;11:15:00;11:25:00
29/01/2022;41.09126;16.87006;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Intenso;No;No;12:30:00;12:40:00
29/01/2022;41.11669;16.8525;Sì;Strada urbana;Sottopasso illuminato;Asciutto;Asfaltata;Sereno;Normale;No;No;17:10:00;17:20:00
30/01/2022;41.12324;16.87354;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;02:30:00;02:45:00
30/01/2022;41.11212;16.91555;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;06:10:00;06:20:00
30/01/2022;41.11586;16.87816;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;08:00:00;08:15:00
30/01/2022;41.11976;16.79025;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;09:40:00;09:50:00
30/01/2022;41.12593;16.87244;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;No;11:55:00;12:05:00
