Data incidente;lat;lon;Centro abitato;Tipo di strada;Caratteristiche della strada;Stato fondo stradale;Tipo pavimentazione;Condizioni meteo;Condizioni traffico;Danni a cose;Incidente con lesioni;Pattuglia inviata ore;Pattuglia sul posto ore
25/09/2022;41.12432;16.82234;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;20:00:00;20:15:00
25/09/2022;41.09776;16.8646;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;21:30:00;21:45:00
26/09/2022;41.11899;16.87185;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:00:00;00:10:00
26/09/2022;41.14390871;16.74013894;No;Provinciale;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:55:00;01:15:00
26/09/2022;41.10598;16.90051;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;08:55:00;09:00:00
26/09/2022;41.1139;16.8489;Sì;Strada urbana;Rotatoria;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;No;Sì;10:55:00;11:10:00
26/09/2022;41.11687;16.86717;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;No;Sì;13:35:00;13:45:00
26/09/2022;41.14454;16.79768;No;Statale;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;15:05:00;15:35:00
26/09/2022;41.12193;16.87948;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;21:15:00;21:18:00
27/09/2022;41.11332;16.88984;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;No;Sì;07:55:00;08:05:00
27/09/2022;41.11908;16.78875;Sì;Strada urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Normale;No;No;10:10:00;10:25:00
27/09/2022;41.1094155;16.8738804;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;No;No;10:30:00;10:40:00
27/09/2022;41.11743;16.87805;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;11:45:00;12:05:00
27/09/2022;41.12407;16.87194;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
27/09/2022;41.08748;16.83841;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;13:15:00;13:30:00
27/09/2022;41.1203;16.88581;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;14:10:00;14:20:00
27/09/2022;41.10081;16.83419;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;17:15:00;17:25:00
27/09/2022;41.12507;16.8492;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;22:30:00;22:40:00
27/09/2022;41.11283;16.87825;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;23:25:00;23:30:00
28/09/2022;41.123517;16.8100008;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;02:05:00;02:20:00
28/09/2022;41.11752;16.878;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:45:00;09:00:00
28/09/2022;41.10754358;16.87177283;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:00:00;10:15:00
28/09/2022;41.12162;16.87372;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;No;10:30:00;10:40:00
28/09/2022;41.12597;16.87064;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;15:40:00;15:50:00
28/09/2022;41.11462;16.86832;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;15:50:00;16:00:00
28/09/2022;41.12091;16.87383;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;15:50:00;16:00:00
28/09/2022;41.11249;16.83022;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;18:50:00;19:00:00
28/09/2022;41.1138;16.91069;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;Sì;No;00:00:00;00:00:00
29/09/2022;41.11004873;16.86232923;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:30:00;08:40:00
29/09/2022;41.1237309;16.8642207;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;11:15:00;11:30:00
29/09/2022;41.0978;16.83067;Sì;Strada urbana;Cavalcavia;Asciutto;Asfaltata;Sereno;Normale;Sì;No;13:40:00;14:10:00
29/09/2022;41.1277191;16.838833;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;No;No;15:50:00;16:00:00
29/09/2022;41.10258;16.8759;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;16:25:00;16:35:00
29/09/2022;41.12401;16.87588;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;16:40:00;16:45:00
29/09/2022;41.13055;16.87126;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:15:00;18:30:00
29/09/2022;41.12492;16.85338;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;18:25:00;18:35:00
29/09/2022;41.12059;16.8726;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:10:00;21:20:00
29/09/2022;41.11894963;16.83928145;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;21:35:00;21:55:00
29/09/2022;41.12349;16.87224;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;23:00:00;23:10:00
30/09/2022;41.08947;16.85276;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;01:20:00;01:30:00
30/09/2022;41.14659;16.74127;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;08:00:00;08:20:00
30/09/2022;41.11484;16.84025;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;09:05:00;09:15:00
30/09/2022;41.1216384;16.8632804;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;10:20:00;10:35:00
30/09/2022;41.03357;16.99222;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;No;No;11:00:00;11:20:00
30/09/2022;41.11264;16.894;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;12:10:00;12:20:00
30/09/2022;41.07920235;16.87006234;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;14:30:00;15:10:00
30/09/2022;41.1090502;16.8742828;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;16:15:00;16:30:00
30/09/2022;41.10643;16.85995;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:44:00;20:00:00
01/10/2022;41.1296729;16.8717615;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;02:10:00;02:20:00
01/10/2022;41.1245;16.8585;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;10:40:00;10:50:00
01/10/2022;41.1213;16.84825;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
01/10/2022;41.10636;16.82096;No;Altra strada;Rettilineo;Viscido da liquidi oleosi;Asfaltata;Sereno;Normale;No;Sì;11:35:00;11:40:00
01/10/2022;41.130926;16.8378087;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;11:45:00;12:00:00
01/10/2022;41.12084;16.87259;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Intenso;No;Sì;12:25:00;12:40:00
01/10/2022;41.15251;16.77205;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;14:00:00;14:20:00
01/10/2022;41.11917;16.88259;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;16:50:00;17:00:00
01/10/2022;41.12364;16.79427;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;18:50:00;19:05:00
01/10/2022;41.15310321;16.76788604;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;No;21:00:00;21:20:00
01/10/2022;41.12189;16.86729;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;21:26:00;21:37:00
01/10/2022;41.0957939;16.87265111;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:05:00;00:15:00
02/10/2022;41.12179255;16.86557595;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;03:15:00;03:25:00
02/10/2022;41.08797;17,00187;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:50:00;13:05:00
02/10/2022;41.13783;16.84204;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;18:15:00;18:25:00
02/10/2022;41.11532;16.84974;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:20:00;19:30:00
03/10/2022;41.1259466;16.8674423;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:10:00;09:30:00
03/10/2022;41.12485;16.87209;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;09:25:00;09:40:00
03/10/2022;41.09317;16.86171;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;10:30:00;10:40:00
03/10/2022;41.11294;16.86336;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:00:00;12:20:00
03/10/2022;41.12243;16.79069;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;13:05:00;13:15:00
03/10/2022;41.11423409;16.84891333;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:50:00;17:00:00
03/10/2022;41.09172;16.8929;Sì;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;17:50:00;18:05:00
03/10/2022;41.10544;16.85976;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:30:00;21:40:00
04/10/2022;41.1146086;16.851786;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;10:20:00;10:30:00
04/10/2022;41.11444;16.88901;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:55:00;12:00:00
04/10/2022;41.11939;16.79226;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;12:30:00;12:45:00
04/10/2022;41.1146949;16.8730675;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;15:50:00;16:00:00
04/10/2022;41.13794;16.81142;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;19:18:00;19:35:00
04/10/2022;41.10393;16.91221;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;19:50:00;20:00:00
04/10/2022;41.1247714;16.8200962;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;00:22:00;00:30:00
05/10/2022;41.11061521;16.87385453;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:05:00;08:15:00
05/10/2022;41.1023957;16.9464405;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;Sì;No;07:50:00;08:00:00
05/10/2022;41.12244;16.86551;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;11:05:00;11:25:00
05/10/2022;41.11606;16.89885;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;11:40:00;11:50:00
05/10/2022;41.11023;16.85315;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;13:30:00;13:45:00
05/10/2022;41.07452;16.87003;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;15:35:00;15:50:00
05/10/2022;41.099;16.86445;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;16:14:00;16:27:00
05/10/2022;41.11597;16.85263;Sì;Strada urbana;Sottopasso illuminato;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;16:20:00;16:35:00
05/10/2022;41.09991;16.87108;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:15:00;21:25:00
06/10/2022;41.1040008;16.87716338;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;08:05:00;08:18:00
06/10/2022;41.10484;16.88611;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:10:00;09:15:00
06/10/2022;41.10904;16.85287;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:45:00;10:00:00
06/10/2022;41.12558;16.80971;No;Comunale extraurbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Scarso;No;No;09:50:00;10:00:00
06/10/2022;41.06672481;16.87383494;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;10:20:00;10:40:00
06/10/2022;41.11454;16.86529;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:20:00;11:30:00
06/10/2022;41.12462;16.86807;Sì;Strada urbana;Incrocio;Asciutto;Con buche;Sereno;Normale;No;No;00:00:00;00:00:00
06/10/2022;41.1084;16.82345;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:35:00;12:45:00
06/10/2022;41.14786;16.78677;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;14:15:00;14:30:00
06/10/2022;41.0653;16.86167;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;13:15:00;13:35:00
06/10/2022;41.11398;16.88073;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:15:00;17:25:00
06/10/2022;41.1055978;16.8718548;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:17:00;19:30:00
07/10/2022;41.1200077;16.8839128;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;02:30:00;02:35:00
07/10/2022;41.12831725;16.87410869;Sì;Strada urbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Normale;No;No;08:15:00;08:45:00
07/10/2022;41.1039718;16.8646538;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;No;10:30:00;10:40:00
07/10/2022;41.10741;16.85889;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:30:00;11:40:00
07/10/2022;41.11875;16.86924;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
07/10/2022;41.1060725;16.8829093;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;13:20:00;13:40:00
07/10/2022;41.10905;16.8573;No;Altra strada;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:10:00;14:20:00
07/10/2022;41.12781;16.82865;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:20:00;18:35:00
07/10/2022;41.12233;16.79804;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;18:30:00;18:45:00
07/10/2022;41.11882;16.88086;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;19:13:00;19:20:00
07/10/2022;41.10081;16.91304;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;19:45:00;19:55:00
07/10/2022;41.10148;16.8593;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;22:47:00;22:55:00
08/10/2022;41.1088956;16.8560784;Sì;Strada urbana;Pendenza;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;08:23:00;08:30:00
08/10/2022;41.12534;16.87347;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:30:00;12:40:00
08/10/2022;41.07675;16.86437;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;14:25:00;14:45:00
08/10/2022;41.11436265;16.85119824;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;14:10:00;14:20:00
08/10/2022;41.12009;16.87414;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;No;19:00:00;19:15:00
09/10/2022;41.1188396;16.8709842;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;01:25:00;01:40:00
09/10/2022;41.10403178;16.92173372;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;05:00:00;05:05:00
09/10/2022;41.1538872;16.7648845;Sì;Strada urbana;Incrocio;Bagnato (umidita' in atto);Asfaltata;Sereno;Scarso;Sì;No;06:15:00;06:35:00
09/10/2022;41.12404;16.87583;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;No;Sì;00:00:00;00:00:00
09/10/2022;41.09274;16.87027;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;10:10:00;10:19:00
09/10/2022;41.12543;16.87218;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;10:45:00;10:50:00
09/10/2022;41.10449878;16.86606655;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;18:10:00;18:20:00
10/10/2022;41.0962608;16.8997653;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;02:18:00;02:30:00
10/10/2022;41.107;16.84924;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Intenso;No;Sì;09:30:00;09:40:00
10/10/2022;41.11281;16.89249;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;10:20:00;10:30:00
10/10/2022;41.10733879;16.87673965;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:10:00;10:20:00
10/10/2022;41.10591756;16.88190905;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;11:50:00;11:55:00
10/10/2022;41.12967;16.87176;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;No;No;14:20:00;14:30:00
10/10/2022;41.12390856;16.8670792;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;13:15:00;13:30:00
10/10/2022;41.12971;16.7702;Sì;Provinciale entro l'abitato;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;14:20:00;14:26:00
10/10/2022;41.08832;16.8338;No;Provinciale;Pendenza;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;Sì;No;15:10:00;15:35:00
10/10/2022;41.10379;16.81357;No;Statale;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;No;Sì;18:05:00;18:12:00
10/10/2022;41.11068;16.88976;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;19:10:00;19:20:00
10/10/2022;41.122;16.8519;Sì;Strada urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Sereno;Intenso;No;Sì;20:45:00;21:00:00
10/10/2022;41.13796;16.80698;Sì;Statale entro l'abitato;Curva a visuale libera;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;22:00:00;22:15:00
11/10/2022;41.11723;16.87327;Sì;Strada urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;No;No;00:00:00;00:00:00
11/10/2022;41.10128296;16.87965336;Sì;Strada urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;No;No;06:15:00;06:30:00
11/10/2022;41.10684;16.82093;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;No;No;09:12:00;09:17:00
11/10/2022;41.11687;16.86555;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;12:20:00;12:30:00
11/10/2022;41.12208;16.85995;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:00:00;19:15:00
11/10/2022;41.1149;16.84028;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:05:00;19:20:00
11/10/2022;41.11535;16.87487;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:40:00;19:47:00
11/10/2022;41.11691;16.86803;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;No;Sì;20:40:00;20:45:00
12/10/2022;41.09231;16.893;Sì;Statale entro l'abitato;Curva a visuale libera;Bagnato (umidita' in atto);Asfaltata;Nuvoloso;Scarso;Sì;No;00:30:00;00:35:00
12/10/2022;41.12015;16.78644;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;07:40:00;07:55:00
12/10/2022;41.15267;16.77101;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:45:00;10:50:00
12/10/2022;41.1255;16.87197;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;11:45:00;11:55:00
12/10/2022;41.09254;16.95886;No;Statale;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Scarso;No;No;12:15:00;12:30:00
12/10/2022;41.10761;16.87157;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:55:00;15:05:00
12/10/2022;41.12536;16.86077;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:50:00;18:00:00
12/10/2022;41.08824;16.87108;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;20:30:00;20:45:00
12/10/2022;41.13729;16.82451;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;23:05:00;23:15:00
13/10/2022;41.11670405;16.83763636;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;02:40:00;02:45:00
13/10/2022;41.12442418;16.85825144;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;08:40:00;09:00:00
13/10/2022;41.11647;16.86112;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Intenso;No;No;12:45:00;12:55:00
13/10/2022;41.10685;16.88369;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;14:15:00;14:30:00
13/10/2022;41.11096314;16.86806388;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;14:30:00;14:35:00
13/10/2022;41.12154;16.87252;Sì;Strada urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;15:30:00;15:40:00
13/10/2022;41.12545;16.87203;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;17:15:00;17:30:00
13/10/2022;41.1304;16.83124;Sì;Strada urbana;Intersezione stradale segnalata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;Sì;No;18:00:00;18:15:00
13/10/2022;41.12161;16.85396;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;19:30:00;19:40:00
14/10/2022;41.16286;16.75642;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;No;Sì;06:40:00;06:55:00
14/10/2022;41.0967058;16.8676296;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;08:10:00;08:20:00
14/10/2022;41.15601;16.75507;Sì;Provinciale entro l'abitato;Pendenza;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;No;Sì;09:45:00;09:50:00
14/10/2022;41.12621;16.8724;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;10:45:00;10:55:00
14/10/2022;41.13678;16.84535;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;No;Sì;11:10:00;11:20:00
14/10/2022;41.13608;16.77425;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;No;No;11:35:00;11:50:00
14/10/2022;41.15082;16.76215;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;12:25:00;12:35:00
14/10/2022;41.12274;16.86924;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Intenso;Sì;No;00:00:00;00:00:00
14/10/2022;41.10003;16.80964;No;Provinciale;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;16:10:00;16:20:00
14/10/2022;41.06071;16.86931;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;16:10:00;16:20:00
14/10/2022;41.15511;16.76545;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;No;18:46:00;18:52:00
14/10/2022;41.11799;16.88571;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:15:00;21:25:00
15/10/2022;41.1039;16.86493;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:40:00;09:55:00
15/10/2022;41.11219;16.8808;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:30:00;14:40:00
15/10/2022;41.0859759;16.8437378;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;15:00:00;15:10:00
15/10/2022;41.12527;16.8479;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;No;No;17:30:00;17:45:00
15/10/2022;41.10426;16.84988;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;19:15:00;19:35:00
